,Objra,Objdec,mangaid,plateifu,nsa_z,SDSS_RA_deg,SDSS_DEC_deg,SDSS_z,DR16_match_sep2d_deg,DR16_match_sep2d_arcsec
6685,154.731809916,40.6129387518,1-254342,8455-12701,0.0292303,154.73179626464844,40.61293411254883,0.02923030406236649,1.135411566531553e-05,0.040874816395135904
6685,154.731809916,40.6129387518,1-254342,8455-12701,0.0292303,154.73179626464844,40.61293411254883,0.02923030406236649,1.135411566531553e-05,0.040874816395135904
6692,157.179457248,39.8388849686,1-274519,8455-3701,0.0292897,157.179443359375,39.83891296386719,0.029289735481142998,2.9957697434262785e-05,0.10784771076334602
6797,188.10783748,44.1836188104,1-258947,8464-3704,0.0307771,188.1078338623047,44.18363952636719,0.03077706322073936,2.087777788900418e-05,0.07516000040041505
6804,195.973168318,47.3864444591,1-284428,8465-12701,0.0236717,195.9731292724609,47.38648986816406,0.02367173135280609,5.2543632272927585e-05,0.1891570761825393
6820,198.189163092,46.9349872724,1-284526,8465-9102,0.0276805,198.18911743164062,46.93498992919922,0.02768054790794849,3.129115373988829e-05,0.11264815346359784
6976,241.069664001,47.3008458949,1-134400,8487-12703,0.0419724,241.06968688964844,47.30081558227539,0.04197237640619278,3.4055616814301375e-05,0.12260022053148495
7033,218.075519256,53.6770829288,1-245896,8547-3702,0.0428828,218.0755157470703,53.67706680297852,0.04288284108042717,1.6259216795406742e-05,0.05853318046346427
7033,218.075519256,53.6770829288,1-245896,8547-3702,0.0428828,218.0755157470703,53.67706680297852,0.04288284108042717,1.6259216795406742e-05,0.05853318046346427
7078,247.674430234,40.5293893805,1-135054,8550-12703,0.0298122,247.6744537353516,40.52939224243164,0.029812201857566837,1.8090549984330496e-05,0.06512597994358979
7097,233.940924979,44.8347966393,1-247382,8551-12705,0.0296351,233.9409484863281,44.83479690551758,0.02963506244122982,1.6672174971325567e-05,0.06001982989677204
7098,232.885171748,45.6575956435,1-247449,8551-1901,0.0294578,232.88519287109366,45.65757369995117,0.029457768425345417,2.644790074748163e-05,0.09521244269093387
7218,242.099727618,48.9445145619,1-92702,8563-1902,0.0443926,242.0997314453125,48.94452285766602,0.044392623007297516,8.668253367680185e-06,0.031205712123648664
7252,241.033211453,47.3496584526,1-134399,8565-1902,0.0421768,241.033203125,47.349693298339844,0.04217683151364327,3.529960795140963e-05,0.12707858862507465
7254,242.045468119,48.6003868655,1-92603,8565-3702,0.0442373,242.0454864501953,48.60038757324219,0.04423728957772255,1.21431862806893e-05,0.04371547061048148
7385,228.046369673,56.3111003692,1-89622,8589-12704,0.0457985,228.04635620117188,56.31113052368164,0.04579850286245346,3.106658056593232e-05,0.11183969003735636
7406,212.057345224,53.8834903893,1-245458,8591-3701,0.0415244,212.05735778808602,53.88348388671875,0.04152442887425424,9.855305901454013e-06,0.03547910124523445
7441,224.579801111,53.2375016985,1-208443,8593-3702,0.0294891,224.579833984375,53.23749160766602,0.029489124193787575,2.211150409542532e-05,0.07960141474353115
7459,221.43798422,51.5808196479,1-631278,8595-3703,0.0296268,221.4379730224609,51.58081436157226,0.02962679415941238,8.738575523831571e-06,0.03145887188579365
7464,219.396614145,51.5831340853,1-246027,8595-6104,0.0436696,219.39663696289062,51.58314514160156,0.04366955906152725,1.79797915775733e-05,0.06472724967926388
7464,219.396614145,51.5831340853,1-246027,8595-6104,0.0436696,219.39663696289062,51.58314514160156,0.04366955906152725,1.79797915775733e-05,0.06472724967926388
7565,248.109719223,39.5177666069,1-135520,8602-6103,0.0290694,248.10972595214844,39.51776123046875,0.029069358482956886,7.473486684599713e-06,0.026904552064558968
7612,255.848476565,37.6324692415,1-546873,8606-3703,0.0319881,255.84849548339844,37.63249588012695,0.031988147646188736,3.0562818923696836e-05,0.11002614812530861
7651,257.712081147,61.3249310753,1-22810,8610-6104,0.0313179,257.71212768554693,61.32496643066406,0.03130628541111946,4.1817233088761775e-05,0.1505420391195424
7652,256.756831583,61.1980459142,1-22848,8610-9101,0.0275482,256.75686645507807,61.19807815551758,0.027548225596547127,3.6356140425451095e-05,0.13088210553162394
7685,255.006946004,38.8160093546,1-95843,8612-6104,0.0355774,255.0069732666016,38.816009521484375,0.035577382892370224,2.1242661896726296e-05,0.07647358282821466
7862,263.060425501,59.8708609748,1-23665,8624-1901,0.0289206,263.0604248046875,59.87090682983398,0.028920635581016537,4.585636598743086e-05,0.1650829175547511
7931,331.086002169,-0.502834373424,1-26201,8652-1902,0.0460343,331.08599853515625,-0.5028114318847656,0.0460343211889267,2.3227527327468187e-05,0.08361909837888547
7939,331.293035465,0.336972542227,1-26608,8652-6104,0.043016,331.2929992675781,0.3369377851486206,0.0430159904062748,5.018229301557537e-05,0.1806562548560713
8000,9.11575087486,0.577002475521,1-107659,8657-3701,0.0411217,9.115708351135254,0.5769799947738647,0.041121698915958405,4.8098521626116676e-05,0.17315467785402003
8037,119.623553117,52.4169826473,1-379209,8711-3704,0.0406569,119.6235122680664,52.41698455810547,0.040656931698322296,2.4987352438861196e-05,0.0899544687799003
8240,128.885441625,54.512370758,1-47389,8723-3703,0.0320415,128.88543701171878,54.51238250732422,0.032041504979133606,1.20506856584347e-05,0.04338246837036492
8499,120.910625244,25.5169824508,1-218055,8940-6103,0.0466864,120.9106216430664,25.51699447631836,0.04668640345335007,1.2456868629365382e-05,0.04484472706571537
8543,157.693737315,36.9546213324,1-394355,8943-1902,0.0385281,157.6937255859375,36.95463943481445,0.03852808102965355,2.0384979632607283e-05,0.07338592667738622
8543,157.693737315,36.9546213324,1-394355,8943-1902,0.0385281,157.6937255859375,36.95463943481445,0.03852808102965355,2.0384979632607283e-05,0.07338592667738622
8577,174.478161687,47.4663535061,1-279690,8945-1902,0.034059,174.47817993164062,47.46635437011719,0.03405901789665222,1.2364023896945013e-05,0.044510486029002046
8611,170.058854577,50.0253181804,1-174225,8947-1902,0.0260075,170.0589141845703,50.02528381347656,0.02600749954581261,5.145464228109977e-05,0.18523671221195917
8619,170.803434791,51.1858847796,1-149580,8947-6104,0.048674,170.80345153808594,51.18586730957031,0.048674002289772034,2.038109539400991e-05,0.07337194341843568
8620,168.73450562,50.334872965,1-149200,8947-9101,0.047134,168.73448181152344,50.3348388671875,0.047134019434452064,3.7331057580061466e-05,0.13439180728822128
8634,166.487323179,49.7510070779,1-173898,8948-6102,0.046335,166.48727416992188,49.7509651184082,0.04633497446775437,5.256700461470685e-05,0.18924121661294466
8704,204.933971495,27.7764741491,1-405999,8952-6104,0.0282108,204.93397521972656,27.77646064758301,0.02821078337728977,1.3897896056798294e-05,0.05003242580447386
8746,248.914682244,42.461295253,1-94554,8978-1901,0.0317853,248.9146728515625,42.4612922668457,0.03178531676530838,7.5451820103141806e-06,0.02716265523713105
8746,248.914682244,42.461295253,1-94554,8978-1901,0.0317853,248.9146728515625,42.4612922668457,0.03178531676530838,7.5451820103141806e-06,0.02716265523713105
8751,249.123567525,41.0395448683,1-135003,8978-3704,0.047362,249.1236267089844,41.03955078125,0.04736199975013733,4.5029817012895006e-05,0.162107341246422
8821,202.086042176,27.0260740583,1-458027,8982-6102,0.0497727,202.0860290527344,27.026058197021484,0.04977274313569069,1.970383253627899e-05,0.07093379713060435
8891,119.903377344,28.8637979523,1-146352,8986-6104,0.0456255,119.9033203125,28.86382293701172,0.04562554508447647,5.584697054045066e-05,0.20104909394562237
8925,186.908557551,40.1604893506,1-590142,8988-6104,0.0371091,186.90855407714844,40.16048049926758,0.03691455349326134,9.240907216980648e-06,0.033267265981130334
8962,175.402722248,51.8627179839,1-150286,8991-12701,0.039149,175.40272521972656,51.8626823425293,0.0391489714384079,3.568858648638553e-05,0.1284789113509879
9068,172.156127006,50.8273829413,1-149507,8997-12705,0.0322763,172.15611267089844,50.82742309570313,0.032276298850774765,4.116269094635467e-05,0.14818568740687682
9071,170.562276175,50.7423359453,1-149170,8997-3701,0.0485074,170.5623016357422,50.7423324584961,0.048507414758205414,1.6484763249122e-05,0.0593451476968392
9080,171.065567027,51.7423071352,1-149461,8997-9102,0.0325782,171.06549072265625,51.7422981262207,0.03257821500301361,4.8098836939738114e-05,0.1731558129830572
9191,245.877362182,30.1976886084,1-272047,9025-3702,0.0489825,245.8773651123047,30.19768524169922,0.04898250102996826,4.212953834923386e-06,0.015166633805724191
9206,249.302427061,44.0855107086,1-94773,9026-1902,0.0326523,249.3024444580078,44.08551025390625,0.03265225887298584,1.2504579659010349e-05,0.045016486772437254
9219,245.402779754,30.8695636274,1-272361,9027-12703,0.0460632,245.40277099609366,30.86954498291016,0.04606323316693306,2.0102883184445253e-05,0.07237037946400292
9313,241.788769992,30.5182030643,1-268785,9032-6101,0.0477336,241.7887725830078,30.51819038391113,0.047733571380376816,1.2875340733898922e-05,0.04635122664203612
9323,224.018183078,45.4052658652,1-576436,9033-12705,0.0361875,224.01821899414062,45.4052734375,0.03615816682577133,2.632869698391181e-05,0.09478330914208252
9328,222.934895934,47.865755426,1-197968,9033-3703,0.0498763,222.93487548828125,47.86576843261719,0.04987630248069763,1.8902703044810675e-05,0.06804973096131843
9335,223.352619318,46.4855854915,1-321725,9033-9102,0.0311427,223.3525238037109,46.48551940917969,0.031142717227339745,9.323052152823496e-05,0.33562987750164586
9363,236.677624895,43.3724791101,1-247675,9035-3704,0.0363857,236.67758178710938,43.372501373291016,0.03638574481010437,3.84389371181878e-05,0.13838017362547608
9409,237.379833316,41.9603166813,1-199744,9038-1901,0.0339097,237.3798675537109,41.9603271484375,0.03390972316265106,2.7527148160634568e-05,0.09909773337828444
9471,235.941918996,28.4152116397,1-633219,9041-9102,0.0327509,235.94190979003903,28.41522979736328,0.03275087848305702,1.9881138457816042e-05,0.07157209844813775
9809,240.370316317,27.0774519649,1-265180,9094-6104,0.0497127,240.37033081054688,27.07746887207031,0.04971270263195038,2.1269457349754286e-05,0.07657004645911543
9923,260.479394187,29.8464327788,1-547596,9186-3703,0.0468022,260.47940063476557,29.8464469909668,0.04680217057466507,1.5272926723672816e-05,0.054982536205222136
9953,48.1547061757,-7.57284750417,1-51001,9188-1901,0.0359661,48.15472793579102,-7.572844982147218,0.03596614673733711,2.1717240188762863e-05,0.0781820646795463
9969,52.7035672742,-7.04673627236,1-51430,9189-12705,0.0389086,52.70358657836914,-7.046725749969482,0.03890861198306084,2.18577953136035e-05,0.0786880631289726
10019,46.2857428469,0.343443042976,1-37601,9192-12704,0.0435936,46.28573989868164,0.3434334099292755,0.04359360411763191,1.0074088960934824e-05,0.036266720259365365
10039,46.6602571675,-0.509978304821,1-37791,9193-1902,0.0253366,46.66027069091797,-0.5099886059761047,0.025332728400826454,1.6999474739014448e-05,0.06119810906045201
10090,261.10511407,53.5179199547,1-24553,9196-1902,0.024214,261.10513305664057,53.51791763305664,0.024214046075940132,1.1525171444987127e-05,0.041490617201953656
10210,122.352258486,19.6281973296,1-383608,9490-3701,0.0446757,122.35224151611328,19.62820816040039,0.04467571899294853,1.930772476802277e-05,0.06950780916488197
10210,122.352258486,19.6281973296,1-383608,9490-3701,0.0446757,122.35224151611328,19.62820816040039,0.04467571899294853,1.930772476802277e-05,0.06950780916488197
10212,122.296013929,19.6606583249,1-383612,9490-3703,0.0435284,122.2959976196289,19.660686492919922,0.043528392910957336,3.2083060790870274e-05,0.11549901884713298
10213,122.519651295,19.7455904192,1-383589,9490-3704,0.0448526,122.51963806152344,19.74559211730957,0.044852565973997116,1.2570598134202232e-05,0.04525415328312803
10329,117.803698308,19.5784472556,1-298090,9497-3701,0.0462712,117.80368041992188,19.57846069335937,0.046271245926618576,2.155517861974548e-05,0.07759864303108373
10349,118.098851522,22.7346517456,1-217782,9498-3704,0.0494297,118.09886932373048,22.73464012145996,0.049451697617769234,2.0116948761873137e-05,0.0724210155427433
10368,119.947004924,25.3569570182,1-218102,9499-6102,0.0266913,119.94699096679688,25.356969833374023,0.02669127658009529,1.7980671106270905e-05,0.06473041598257526
10400,130.350965188,24.4950774327,1-385026,9501-3704,0.0429625,130.35093688964844,24.495080947875977,0.042962465435266495,2.5990222544734346e-05,0.09356480116104365
10532,123.822139282,25.6970825601,1-230050,9509-1902,0.0416673,123.82215118408205,25.697063446044922,0.04166728630661965,2.191738554706504e-05,0.07890258796943414
10571,130.148663347,2.4770384895,1-76518,9511-6101,0.0495915,130.148681640625,2.477047204971313,0.049591492861509316,2.0248235830154538e-05,0.07289364898855634
10608,29.2657458796,13.1670587264,1-42583,9513-6104,0.0323373,29.265783309936523,13.167076110839846,0.032337337732315063,4.038008177341584e-05,0.14536829438429702
10756,215.783508137,50.221357903,1-197092,9864-3704,0.0268895,215.78350830078125,50.22136688232422,0.026889456436038017,8.979935671167487e-06,0.032327768416202954
10756,215.783508137,50.221357903,1-197092,9864-3704,0.0268895,215.78350830078125,50.22136688232422,0.026889456436038017,8.979935671167487e-06,0.032327768416202954
10798,221.600347494,48.1784242374,1-197552,9867-12702,0.0303411,221.60043334960938,48.17842483520508,0.030341122299432755,5.7252769683503964e-05,0.20610997086061428
10823,219.742857784,47.3079157281,1-321377,9868-3703,0.0270297,219.74282836914062,47.30789184570313,0.027029698714613914,3.111545385542012e-05,0.11201563387951244
10856,229.934607505,44.3218444145,1-198949,9870-3702,0.0282004,229.93458557128903,44.32184600830078,0.02820038609206676,1.5772687710001594e-05,0.056781675756005734
10876,227.863793703,41.0899929929,1-236268,9871-6101,0.0307609,227.8637542724609,41.08998489379883,0.030760878697037693,3.080180772630038e-05,0.11088650781468137
10876,227.863793703,41.0899929929,1-236268,9871-6101,0.0307609,227.8637542724609,41.08998489379883,0.030760878697037693,3.080180772630038e-05,0.11088650781468137
10901,194.474741483,28.4997927987,1-623416,9873-12703,0.0243601,194.4747467041016,28.49981117248535,0.024360110983252525,1.8938041644635383e-05,0.06817694992068737
10921,195.111908792,27.5156062479,1-456668,9874-1901,0.0259511,195.1118927001953,27.51560211181641,0.02595106512308121,1.485884282254742e-05,0.05349183416117071
11013,197.006915793,26.7653864079,1-457054,9879-6102,0.0340639,197.0069122314453,26.7653751373291,0.03406387940049172,1.1710590606498552e-05,0.04215812618339479
11052,206.479717032,23.0635548317,1-523032,9882-12701,0.0278856,206.47970581054688,23.063554763793945,0.02788563072681427,1.032475547552028e-05,0.037169119711873005
11133,236.290112726,26.5061147874,1-375678,9886-6103,0.0320599,236.2900848388672,26.50610160827637,0.03205988183617592,2.8222023072374108e-05,0.10159928306054679
11265,251.128190301,19.9407630418,1-294332,9894-3703,0.0229775,251.12814331054688,19.940757751464844,0.022977454587817192,4.4488842061470734e-05,0.16015983142129464
11270,250.907826335,21.6912870652,1-294374,9894-6104,0.0353909,250.9078063964844,21.69127082824707,0.0353909470140934,2.4634838335453993e-05,0.08868541800763437
